data,_loaded_at
"{""product_id"": ""P-095"", ""name"": "" Nike Shoes "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""lg"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""16.6"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 239.67, ""list_price"": 473.14, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""60"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-EAST""}}",2024-02-28 06:31:00
"{""product_id"": ""P-311"", ""name"": "" Adidas Televisions "", ""category"": ""Apparel"", ""sub_category"": ""televisions"", ""brand"": ""samsung"", ""is_available"": ""YES"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""12.2"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 983.64, ""list_price"": 1461.27, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""20"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-WEST""}}",2024-05-12 15:51:00
"{""product_id"": ""P-111"", ""name"": "" Nike Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""laptops"", ""brand"": ""samsung"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""5.8"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 435.41, ""list_price"": 861.87, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""39"", ""reorder_lvl"": ""10"", ""warehouse"": ""WH-NORTH""}}",2024-02-02 11:36:00
"{""product_id"": ""P-243"", ""name"": "" Apple Shoes "", ""category"": ""electronics"", ""sub_category"": ""shoes"", ""brand"": ""adidas"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""11.2"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 117.5, ""list_price"": 173.09, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""53"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-EAST""}}",2024-06-27 06:57:00
"{""product_id"": ""P-066"", ""name"": "" Adidas Laptops "", ""category"": ""electronics"", ""sub_category"": ""phones"", ""brand"": ""lg"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""0.6"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 1570.56, ""list_price"": 1932.67, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""73"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-WEST""}}",2024-04-08 04:39:00
"{""product_id"": ""P-165"", ""name"": "" Samsung Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""phones"", ""brand"": ""nike"", ""is_available"": ""false"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""17.0"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 145.23, ""list_price"": 208.55, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""77"", ""reorder_lvl"": ""13"", ""warehouse"": ""WH-EAST""}}",2024-03-04 07:40:00
"{""product_id"": ""P-002"", ""name"": "" Nike Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""sony"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""16.3"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 571.05, ""list_price"": 688.07, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""61"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-NORTH""}}",2024-06-03 03:18:00
"{""product_id"": ""P-376"", ""name"": "" Apple Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""televisions"", ""brand"": ""nike"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""6.1"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 143.54, ""list_price"": 168.1, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""67"", ""reorder_lvl"": ""14"", ""warehouse"": ""WH-NORTH""}}",2024-06-13 13:05:00
"{""product_id"": ""P-189"", ""name"": "" Adidas Kitchen "", ""category"": ""electronics"", ""sub_category"": ""laptops"", ""brand"": ""lg"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""5.6"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 826.45, ""list_price"": 956.63, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""18"", ""reorder_lvl"": ""19"", ""warehouse"": ""WH-WEST""}}",2024-06-29 19:29:00
"{""product_id"": ""P-146"", ""name"": "" Samsung Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""apple"", ""is_available"": ""YES"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""7.6"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 202.73, ""list_price"": 367.66, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""2"", ""reorder_lvl"": ""8"", ""warehouse"": ""WH-NORTH""}}",2024-04-21 20:20:00
"{""product_id"": ""P-203"", ""name"": "" Adidas Shoes "", ""category"": ""Apparel"", ""sub_category"": ""laptops"", ""brand"": ""sony"", ""is_available"": ""1"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""1.3"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 295.93, ""list_price"": 397.1, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""97"", ""reorder_lvl"": ""6"", ""warehouse"": ""WH-EAST""}}",2024-01-17 02:08:00
"{""product_id"": ""P-078"", ""name"": "" Samsung Shoes "", ""category"": ""Apparel"", ""sub_category"": ""shoes"", ""brand"": ""samsung"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""1.6"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 140.99, ""list_price"": 249.39, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""91"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-NORTH""}}",2024-01-16 16:26:00
"{""product_id"": ""P-329"", ""name"": "" Apple Kitchen "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""nike"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""13.0"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 1236.73, ""list_price"": 1589.97, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""70"", ""reorder_lvl"": ""7"", ""warehouse"": ""WH-WEST""}}",2024-01-14 20:53:00
"{""product_id"": ""P-358"", ""name"": "" Apple Phones "", ""category"": ""Apparel"", ""sub_category"": ""shoes"", ""brand"": ""lg"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""0.6"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 253.19, ""list_price"": 489.76, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""28"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-EAST""}}",2024-01-07 21:45:00
"{""product_id"": ""P-357"", ""name"": "" Apple Phones "", ""category"": ""HOME GOODS"", ""sub_category"": ""televisions"", ""brand"": ""nike"", ""is_available"": ""false"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""17.7"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 452.92, ""list_price"": 859.13, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""25"", ""reorder_lvl"": ""6"", ""warehouse"": ""WH-WEST""}}",2024-04-11 06:09:00
"{""product_id"": ""P-275"", ""name"": "" Nike Laptops "", ""category"": ""Apparel"", ""sub_category"": ""laptops"", ""brand"": ""lg"", ""is_available"": ""0"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""15.1"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 48.32, ""list_price"": 64.33, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""79"", ""reorder_lvl"": ""14"", ""warehouse"": ""WH-EAST""}}",2024-02-20 10:57:00
"{""product_id"": ""P-134"", ""name"": "" Lg Laptops "", ""category"": ""HOME GOODS"", ""sub_category"": ""phones"", ""brand"": ""apple"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""16.1"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 620.03, ""list_price"": 815.63, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""57"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-WEST""}}",2024-05-25 23:47:00
"{""product_id"": ""P-153"", ""name"": "" Nike Kitchen "", ""category"": ""ELECTRONICS"", ""sub_category"": ""phones"", ""brand"": ""sony"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""0.7"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 1288.61, ""list_price"": 1674.21, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""75"", ""reorder_lvl"": ""14"", ""warehouse"": ""WH-WEST""}}",2024-02-16 10:13:00
"{""product_id"": ""P-256"", ""name"": "" Lg Laptops "", ""category"": ""electronics"", ""sub_category"": ""kitchen"", ""brand"": ""lg"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""15.9"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 1242.86, ""list_price"": 1896.25, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""41"", ""reorder_lvl"": ""19"", ""warehouse"": ""WH-WEST""}}",2024-06-06 03:56:00
"{""product_id"": ""P-001"", ""name"": "" Samsung Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""kitchen"", ""brand"": ""adidas"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""2.1"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 1280.63, ""list_price"": 1712.73, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""1"", ""reorder_lvl"": ""13"", ""warehouse"": ""WH-WEST""}}",2024-06-14 06:27:00
"{""product_id"": ""P-380"", ""name"": "" Nike Televisions "", ""category"": ""ELECTRONICS"", ""sub_category"": ""shoes"", ""brand"": ""apple"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""18.7"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 933.08, ""list_price"": 1759.07, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""53"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-WEST""}}",2024-06-11 23:43:00
"{""product_id"": ""P-016"", ""name"": "" Samsung Televisions "", ""category"": ""electronics"", ""sub_category"": ""kitchen"", ""brand"": ""sony"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""5.5"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 1541.89, ""list_price"": 1766.57, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""22"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-EAST""}}",2024-01-17 23:44:00
"{""product_id"": ""P-079"", ""name"": "" Samsung Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""kitchen"", ""brand"": ""lg"", ""is_available"": ""0"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""11.6"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 309.86, ""list_price"": 470.18, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""48"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-NORTH""}}",2024-01-17 08:45:00
"{""product_id"": ""P-145"", ""name"": "" Adidas Shoes "", ""category"": ""electronics"", ""sub_category"": ""phones"", ""brand"": ""adidas"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""19.9"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 843.61, ""list_price"": 1451.8, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""34"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-NORTH""}}",2024-04-21 17:44:00
"{""product_id"": ""P-251"", ""name"": "" Nike Shoes "", ""category"": ""ELECTRONICS"", ""sub_category"": ""laptops"", ""brand"": ""nike"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""11.0"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 1253.51, ""list_price"": 1594.33, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""95"", ""reorder_lvl"": ""6"", ""warehouse"": ""WH-NORTH""}}",2024-04-05 23:35:00
"{""product_id"": ""P-277"", ""name"": "" Apple Laptops "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""lg"", ""is_available"": ""YES"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""3.1"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 265.31, ""list_price"": 334.11, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""44"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-NORTH""}}",2024-05-18 13:23:00
"{""product_id"": ""P-222"", ""name"": "" Nike Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""laptops"", ""brand"": ""adidas"", ""is_available"": ""0"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""7.0"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 131.42, ""list_price"": 218.57, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""17"", ""reorder_lvl"": ""15"", ""warehouse"": ""WH-NORTH""}}",2024-03-28 17:40:00
"{""product_id"": ""P-382"", ""name"": "" Adidas Kitchen "", ""category"": ""ELECTRONICS"", ""sub_category"": ""kitchen"", ""brand"": ""samsung"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""10.5"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 295.74, ""list_price"": 360.88, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""17"", ""reorder_lvl"": ""11"", ""warehouse"": ""WH-WEST""}}",2024-03-06 17:42:00
"{""product_id"": ""P-085"", ""name"": "" Lg Televisions "", ""category"": ""Apparel"", ""sub_category"": ""shoes"", ""brand"": ""sony"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""16.4"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 1154.56, ""list_price"": 1492.44, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""100"", ""reorder_lvl"": ""15"", ""warehouse"": ""WH-NORTH""}}",2024-03-30 23:26:00
"{""product_id"": ""P-353"", ""name"": "" Apple Phones "", ""category"": ""ELECTRONICS"", ""sub_category"": ""laptops"", ""brand"": ""samsung"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""1.6"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 822.29, ""list_price"": 1515.55, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""81"", ""reorder_lvl"": ""19"", ""warehouse"": ""WH-WEST""}}",2024-04-13 09:52:00
"{""product_id"": ""P-108"", ""name"": "" Samsung Televisions "", ""category"": ""Apparel"", ""sub_category"": ""televisions"", ""brand"": ""apple"", ""is_available"": ""0"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""13.7"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 596.18, ""list_price"": 1106.84, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""24"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-EAST""}}",2024-04-25 03:27:00
"{""product_id"": ""P-184"", ""name"": "" Nike Kitchen "", ""category"": ""Apparel"", ""sub_category"": ""phones"", ""brand"": ""nike"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""18.4"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 675.71, ""list_price"": 1340.09, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""76"", ""reorder_lvl"": ""14"", ""warehouse"": ""WH-NORTH""}}",2024-01-11 21:31:00
"{""product_id"": ""P-017"", ""name"": "" Lg Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""kitchen"", ""brand"": ""adidas"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""7.2"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 656.61, ""list_price"": 1024.99, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""32"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-WEST""}}",2024-04-07 01:31:00
"{""product_id"": ""P-389"", ""name"": "" Samsung Phones "", ""category"": ""ELECTRONICS"", ""sub_category"": ""kitchen"", ""brand"": ""lg"", ""is_available"": ""false"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""12.2"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 1253.26, ""list_price"": 1816.46, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""69"", ""reorder_lvl"": ""7"", ""warehouse"": ""WH-WEST""}}",2024-03-23 09:35:00
"{""product_id"": ""P-398"", ""name"": "" Samsung Televisions "", ""category"": ""electronics"", ""sub_category"": ""laptops"", ""brand"": ""adidas"", ""is_available"": ""1"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""9.0"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 968.24, ""list_price"": 1422.88, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""78"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-WEST""}}",2024-04-28 08:44:00
"{""product_id"": ""P-290"", ""name"": "" Nike Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""laptops"", ""brand"": ""lg"", ""is_available"": ""0"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""6.0"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 702.04, ""list_price"": 806.95, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""83"", ""reorder_lvl"": ""6"", ""warehouse"": ""WH-WEST""}}",2024-03-15 19:21:00
"{""product_id"": ""P-219"", ""name"": "" Lg Kitchen "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""lg"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""18.1"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 148.27, ""list_price"": 263.87, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""9"", ""reorder_lvl"": ""11"", ""warehouse"": ""WH-WEST""}}",2024-03-18 05:14:00
"{""product_id"": ""P-175"", ""name"": "" Adidas Kitchen "", ""category"": ""ELECTRONICS"", ""sub_category"": ""televisions"", ""brand"": ""apple"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""19.6"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 1274.59, ""list_price"": 1737.85, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""63"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-NORTH""}}",2024-01-07 14:31:00
"{""product_id"": ""P-188"", ""name"": "" Adidas Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""kitchen"", ""brand"": ""lg"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""11.2"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 1074.48, ""list_price"": 1598.96, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""90"", ""reorder_lvl"": ""16"", ""warehouse"": ""WH-WEST""}}",2024-01-17 02:16:00
"{""product_id"": ""P-341"", ""name"": "" Samsung Televisions "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""sony"", ""is_available"": ""0"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""9.0"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 493.68, ""list_price"": 747.4, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""31"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-EAST""}}",2024-05-22 08:30:00
"{""product_id"": ""P-035"", ""name"": "" Samsung Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""phones"", ""brand"": ""apple"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""15.0"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 1481.69, ""list_price"": 1943.19, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""74"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-WEST""}}",2024-04-05 01:32:00
"{""product_id"": ""P-007"", ""name"": "" Nike Phones "", ""category"": ""Apparel"", ""sub_category"": ""phones"", ""brand"": ""lg"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""9.6"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 206.82, ""list_price"": 269.87, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""74"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-WEST""}}",2024-01-26 05:24:00
"{""product_id"": ""P-284"", ""name"": "" Adidas Phones "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""lg"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""1.6"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 920.87, ""list_price"": 1285.12, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""9"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-WEST""}}",2024-06-09 13:53:00
"{""product_id"": ""P-321"", ""name"": "" Samsung Kitchen "", ""category"": ""ELECTRONICS"", ""sub_category"": ""shoes"", ""brand"": ""lg"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""14.6"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 445.77, ""list_price"": 755.36, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""33"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-EAST""}}",2024-04-25 19:53:00
"{""product_id"": ""P-116"", ""name"": "" Adidas Phones "", ""category"": ""electronics"", ""sub_category"": ""laptops"", ""brand"": ""sony"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""1.7"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 831.79, ""list_price"": 1509.79, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""78"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-WEST""}}",2024-04-16 02:35:00
"{""product_id"": ""P-044"", ""name"": "" Nike Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""lg"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""18.4"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 1154.39, ""list_price"": 1423.73, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""98"", ""reorder_lvl"": ""6"", ""warehouse"": ""WH-NORTH""}}",2024-06-03 10:58:00
"{""product_id"": ""P-158"", ""name"": "" Adidas Laptops "", ""category"": ""electronics"", ""sub_category"": ""kitchen"", ""brand"": ""nike"", ""is_available"": ""1"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""19.5"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 1181.92, ""list_price"": 1717.99, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""62"", ""reorder_lvl"": ""17"", ""warehouse"": ""WH-NORTH""}}",2024-06-06 20:04:00
"{""product_id"": ""P-129"", ""name"": "" Nike Shoes "", ""category"": ""electronics"", ""sub_category"": ""laptops"", ""brand"": ""apple"", ""is_available"": ""YES"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""4.0"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 1115.49, ""list_price"": 1276.79, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""36"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-NORTH""}}",2024-06-22 13:17:00
"{""product_id"": ""P-136"", ""name"": "" Adidas Shoes "", ""category"": ""electronics"", ""sub_category"": ""shoes"", ""brand"": ""adidas"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""4.2"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 933.45, ""list_price"": 1215.63, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""24"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-NORTH""}}",2024-05-13 05:07:00
"{""product_id"": ""P-371"", ""name"": "" Sony Shoes "", ""category"": ""electronics"", ""sub_category"": ""kitchen"", ""brand"": ""nike"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""14.4"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 899.81, ""list_price"": 1459.35, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""31"", ""reorder_lvl"": ""11"", ""warehouse"": ""WH-EAST""}}",2024-05-17 10:09:00
"{""product_id"": ""P-131"", ""name"": "" Samsung Televisions "", ""category"": ""electronics"", ""sub_category"": ""shoes"", ""brand"": ""lg"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""11.1"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 740.25, ""list_price"": 1231.67, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""48"", ""reorder_lvl"": ""17"", ""warehouse"": ""WH-NORTH""}}",2024-05-25 13:12:00
"{""product_id"": ""P-137"", ""name"": "" Lg Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""samsung"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""7.4"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 100.29, ""list_price"": 149.44, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""62"", ""reorder_lvl"": ""8"", ""warehouse"": ""WH-WEST""}}",2024-01-18 08:06:00
"{""product_id"": ""P-281"", ""name"": "" Apple Televisions "", ""category"": ""ELECTRONICS"", ""sub_category"": ""televisions"", ""brand"": ""samsung"", ""is_available"": ""YES"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""14.4"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 602.58, ""list_price"": 1093.68, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""12"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-EAST""}}",2024-03-02 07:14:00
